Ciment (%),Argile (%),Alumine (%),Silice (%),Chamotte (%),Conductivite thermique (W/m.K),Resistance Mecanique (MPa)
13.37,7.29,40.83,20.15,18.36,1.06,21.6
13.31,6.43,40.58,21.9,17.78,1.06,21.6
12.69,6.36,40.34,22.35,18.26,1.06,21.6
13.06,6.8,40.4,21.88,17.87,1.06,21.6
14.46,6.97,40.03,20.92,17.62,1.06,21.6
13.18,6.61,40.99,21.69,17.54,1.06,21.6
12.7,6.83,40.78,21.54,18.15,1.06,21.6
15.0,6.48,38.63,21.16,18.4,1.06,21.58
13.45,7.17,39.62,21.82,17.94,1.06,21.58
13.87,7.07,39.47,21.36,18.23,1.06,21.58
14.77,7.33,39.26,20.61,18.02,1.06,21.58
14.14,7.36,38.9,22.01,17.58,1.06,21.58
14.31,7.39,38.25,22.05,18.0,1.06,21.58
15.0,6.48,37.93,21.63,18.75,1.06,21.58
15.0,7.49,38.08,21.01,18.34,1.06,21.58
13.65,7.29,39.48,20.94,18.63,1.06,21.58
14.78,6.32,38.1,22.14,18.66,1.06,21.58
14.18,7.06,39.91,20.34,18.5,1.06,21.58
12.96,7.46,39.59,21.85,18.14,1.06,21.58
14.05,7.41,38.48,22.05,18.01,1.06,21.58
13.75,6.77,39.29,22.37,17.81,1.06,21.58
14.32,6.8,38.45,22.18,18.25,1.06,21.58
13.64,7.5,39.09,21.9,17.87,1.06,21.58
13.74,6.94,39.51,22.03,17.79,1.06,21.58
13.45,7.5,39.09,22.19,17.77,1.06,21.58
13.12,6.47,39.76,22.12,18.53,1.06,21.58
13.97,7.47,38.07,21.78,18.71,1.06,21.58
14.26,6.62,38.89,21.75,18.48,1.06,21.58
15.0,6.35,38.54,22.39,17.55,1.06,21.58
15.0,7.21,37.69,22.1,17.92,1.06,21.58
13.73,7.34,38.99,21.94,18.0,1.06,21.58
13.44,7.0,39.53,22.48,17.55,1.06,21.58
13.06,7.27,38.42,22.5,18.74,1.06,21.58
14.96,7.07,38.06,21.96,17.94,1.06,21.58
14.54,6.88,39.66,20.62,18.31,1.06,21.58
14.09,6.4,39.69,21.52,18.3,1.06,21.58
15.0,6.48,38.09,21.82,17.65,1.06,21.58
14.74,6.38,38.63,21.64,18.61,1.06,21.58
14.02,6.5,39.98,21.76,17.74,1.06,21.58
13.93,6.66,38.8,22.43,18.17,1.06,21.58
14.63,6.81,39.72,20.77,18.07,1.06,21.58
13.91,7.44,38.54,21.38,18.73,1.06,21.58
13.26,9.11,36.73,22.11,18.8,1.06,19.23
14.03,9.03,36.79,21.2,18.94,1.06,19.23
14.31,9.57,37.01,20.3,18.8,1.06,19.23
12.72,8.93,37.31,21.32,19.72,1.06,19.23
13.64,9.66,36.47,21.09,19.14,1.06,19.23
13.82,9.38,36.43,21.51,18.87,1.06,19.23
13.83,9.76,37.42,20.0,19.1,1.06,19.23
14.25,10.0,35.68,20.55,19.44,1.06,19.23
12.98,9.43,35.9,22.02,19.68,1.06,19.23
12.57,9.89,36.08,21.76,19.69,1.06,19.23
14.15,9.78,35.29,21.52,19.25,1.06,19.23
13.3,8.92,36.51,22.16,19.1,1.06,19.23
12.87,9.49,36.29,22.19,19.16,1.06,19.23
12.77,9.92,37.12,21.2,19.0,1.06,19.23
12.92,9.51,36.74,20.84,19.98,1.06,19.23
13.6,9.55,36.65,21.06,19.14,1.06,19.23
14.01,9.85,36.24,20.93,18.97,1.06,19.23
13.06,8.77,36.61,22.38,19.18,1.06,19.23
6.69,8.78,37.07,29.73,17.74,1.06,18.01
6.08,9.37,37.41,29.3,17.83,1.06,18.01
6.82,9.37,36.88,28.24,18.7,1.06,18.01
6.3,9.77,36.61,28.7,18.62,1.06,18.01
7.48,10.0,36.85,27.55,17.65,1.06,18.01
6.93,9.37,37.03,27.97,18.7,1.06,18.01
6.24,9.3,36.64,29.44,18.38,1.06,18.01
5.64,10.0,37.17,29.11,18.03,1.06,18.01
5.88,9.59,37.25,28.91,18.37,1.06,18.01
5.76,9.48,36.24,30.0,18.45,1.06,18.01
5.95,9.59,37.29,28.99,18.18,1.06,18.01
6.78,9.23,37.42,28.14,18.43,1.06,18.01
6.79,9.6,36.94,28.69,17.98,1.06,18.01
7.34,9.27,35.91,28.93,18.55,1.06,18.01
5.53,9.4,37.4,29.56,18.11,1.06,18.01
5.55,9.69,37.03,29.19,18.54,1.06,18.01
12.58,5.31,41.54,23.02,17.55,1.07,21.34
13.18,5.29,40.68,22.95,17.91,1.07,21.34
13.05,5.5,40.18,22.73,18.54,1.07,21.34
12.86,5.0,41.43,23.04,17.91,1.07,21.34
12.58,5.16,40.66,22.96,18.65,1.07,21.34
13.53,6.14,40.06,22.52,17.75,1.07,21.34
12.77,5.81,40.29,22.6,18.52,1.07,21.34
13.0,5.53,40.26,23.7,17.51,1.07,21.34
12.69,5.75,40.02,23.83,17.71,1.07,21.34
13.67,5.18,40.23,23.36,17.56,1.07,21.34
12.97,5.25,40.71,23.38,17.68,1.07,21.34
13.29,5.88,40.01,23.31,17.52,1.07,21.34
12.88,5.49,39.72,23.76,18.14,1.07,21.32
13.02,5.21,39.2,24.75,17.81,1.07,21.32
12.77,6.02,38.65,23.84,18.73,1.07,21.32
12.83,5.44,39.83,24.13,17.77,1.07,21.32
13.1,5.34,39.4,24.36,17.8,1.07,21.32
12.54,5.97,39.48,23.26,18.74,1.07,21.32
15.0,5.44,38.35,23.11,17.51,1.07,21.32
14.27,5.14,38.97,24.04,17.58,1.07,21.32
14.12,5.71,37.62,23.83,18.73,1.07,21.32
13.13,5.52,37.91,24.7,18.75,1.07,21.32
13.81,5.86,38.26,24.14,17.93,1.07,21.32
13.6,5.5,38.84,24.04,18.03,1.07,21.32
13.42,5.25,38.52,24.38,18.43,1.07,21.32
13.92,5.64,38.02,23.75,18.67,1.07,21.32
12.84,5.73,39.18,23.68,18.57,1.07,21.32
12.62,5.24,39.93,24.41,17.8,1.07,21.32
12.59,5.81,39.23,23.67,18.7,1.07,21.32
13.47,6.02,38.78,24.22,17.52,1.07,21.32
13.25,6.18,39.07,23.18,18.32,1.07,21.32
13.66,5.91,38.94,23.12,18.37,1.07,21.32
13.47,6.22,39.09,22.53,18.7,1.07,21.32
12.68,5.76,39.28,24.59,17.69,1.07,21.32
12.81,5.55,39.8,23.7,18.14,1.07,21.32
13.67,5.79,38.5,24.08,17.95,1.07,21.32
13.44,5.72,38.39,24.73,17.73,1.07,21.32
13.8,6.05,38.91,22.9,18.34,1.07,21.32
13.65,5.34,39.31,23.43,18.27,1.07,21.32
13.58,6.01,39.61,22.77,18.03,1.07,21.32
12.69,5.46,39.98,23.98,17.88,1.07,21.32
13.21,5.32,39.07,24.1,18.31,1.07,21.32
14.39,5.25,37.97,23.74,18.64,1.07,21.32
12.79,5.31,39.14,24.81,17.94,1.07,21.32
12.65,5.93,39.74,23.25,18.44,1.07,21.32
13.93,5.37,39.6,22.86,18.25,1.07,21.32
14.49,5.56,39.49,22.59,17.86,1.07,21.32
13.46,5.45,37.73,24.73,18.62,1.07,21.32
14.13,5.88,38.22,23.07,18.71,1.07,21.32
12.51,5.97,39.41,23.6,18.52,1.07,21.32
14.5,5.68,37.86,24.27,17.69,1.07,21.32
15.0,5.34,37.83,23.56,18.23,1.07,21.32
13.99,6.08,38.71,23.08,18.13,1.07,21.32
14.94,6.19,38.53,22.76,17.59,1.07,21.32
13.61,6.25,39.79,22.59,17.76,1.07,21.32
12.75,6.19,38.27,24.41,18.38,1.07,21.32
12.51,5.65,39.71,24.5,17.62,1.07,21.32
14.22,5.62,38.5,23.64,18.01,1.07,21.32
13.72,5.97,39.1,22.81,18.39,1.07,21.32
12.89,5.84,38.93,24.3,18.05,1.07,21.32
13.17,5.5,39.58,23.86,17.88,1.07,21.32
13.51,5.73,37.98,24.15,18.62,1.07,21.32
13.03,6.07,38.48,23.8,18.63,1.07,21.32
12.52,5.02,38.59,25.43,18.44,1.07,21.24
12.62,5.1,39.15,25.36,17.76,1.07,21.24
13.96,5.12,37.75,25.03,18.14,1.07,21.24
12.71,5.0,38.5,25.72,18.1,1.07,21.24
13.68,5.25,37.64,25.52,17.91,1.07,21.24
12.7,6.14,38.09,25.37,17.7,1.07,21.24
12.55,5.0,38.83,26.2,17.54,1.07,21.24
13.77,5.49,37.72,25.46,17.57,1.07,21.24
12.87,5.9,37.66,26.07,17.51,1.07,21.24
13.44,5.33,37.97,25.64,17.63,1.07,21.24
12.81,5.0,38.15,26.85,17.52,1.07,21.24
13.33,5.05,37.68,25.94,18.0,1.07,21.24
12.66,5.0,38.76,25.72,18.05,1.07,21.24
12.53,5.01,38.85,25.94,17.67,1.07,21.24
12.52,5.91,37.73,26.09,17.76,1.07,21.24
13.6,5.37,37.85,25.42,17.76,1.07,21.24
13.4,5.04,37.61,25.92,18.03,1.07,21.24
12.63,5.22,38.52,26.06,17.57,1.07,21.24
13.79,5.3,37.56,25.57,17.79,1.07,21.24
13.17,5.03,38.03,25.37,18.4,1.07,21.24
9.33,5.57,40.79,29.19,15.11,1.07,21.02
9.3,5.2,42.05,28.35,15.1,1.07,21.02
8.56,5.0,42.42,28.81,15.33,1.07,21.02
9.19,5.43,42.07,27.63,15.68,1.07,21.02
8.95,5.14,41.49,28.44,15.99,1.07,21.02
8.25,5.27,42.34,28.11,16.02,1.07,21.02
9.62,5.85,40.55,28.92,15.06,1.07,21.02
9.92,5.29,41.47,27.87,15.46,1.07,21.02
9.6,5.58,40.99,28.45,15.38,1.07,21.02
9.41,5.19,41.78,28.56,15.06,1.07,21.02
9.46,5.83,40.05,28.43,16.24,1.07,21.02
7.92,5.22,42.48,28.36,16.02,1.07,21.02
7.83,5.26,42.24,28.48,16.19,1.07,21.02
8.52,5.56,41.51,28.93,15.48,1.07,21.02
7.77,5.64,40.92,29.75,15.92,1.07,21.02
9.19,5.07,41.74,28.29,15.71,1.07,21.02
9.46,5.05,41.16,28.46,15.87,1.07,21.02
8.33,6.01,41.58,28.92,15.15,1.07,21.02
7.93,6.25,41.17,29.38,15.28,1.07,21.02
8.82,5.65,40.68,29.38,15.47,1.07,21.02
9.83,5.04,40.78,28.1,16.25,1.07,21.02
8.49,5.87,41.43,29.21,15.0,1.07,21.02
8.63,5.55,41.35,28.32,16.15,1.07,21.02
9.3,6.12,40.78,27.9,15.91,1.07,21.02
8.8,5.59,40.3,29.26,16.05,1.07,21.02
9.08,5.99,42.3,27.66,15.0,1.07,21.02
9.27,5.85,41.04,27.64,16.19,1.07,21.02
8.45,6.16,41.07,28.15,16.18,1.07,21.02
8.88,5.22,41.35,29.16,15.38,1.07,21.02
9.23,5.81,41.11,28.73,15.11,1.07,21.02
9.46,5.0,41.72,28.23,15.82,1.07,21.02
7.63,6.2,40.88,29.1,16.19,1.07,21.02
8.0,5.73,40.33,30.0,15.79,1.07,21.02
8.08,5.87,42.17,28.74,15.14,1.07,21.02
9.49,5.55,39.56,29.81,15.59,1.07,20.99
9.24,6.14,38.49,30.0,15.83,1.07,20.99
9.6,5.84,37.58,30.0,16.13,1.07,20.99
9.0,5.61,39.62,30.0,15.65,1.07,20.99
9.02,5.94,39.52,29.54,15.98,1.07,20.99
8.57,5.95,39.69,29.71,16.09,1.07,20.99
8.84,5.23,39.45,30.0,15.57,1.07,20.99
8.06,5.69,39.05,30.0,15.91,1.07,20.99
8.5,6.08,39.99,29.52,15.91,1.07,20.99
9.9,5.34,39.4,29.37,15.99,1.07,20.99
12.29,8.4,37.45,24.74,17.13,1.07,19.05
6.35,9.54,37.38,27.55,19.18,1.07,18.01
5.62,10.0,36.83,28.56,18.88,1.07,18.01
5.91,8.98,36.33,29.57,19.22,1.07,18.01
5.52,9.34,36.6,28.91,19.63,1.07,18.01
6.0,9.98,37.02,27.98,19.02,1.07,18.01
5.91,9.67,36.54,27.52,20.0,1.07,18.01
6.54,9.31,36.99,28.22,18.95,1.07,18.01
5.7,9.07,36.83,28.51,19.88,1.07,18.01
6.11,9.84,36.15,28.23,19.66,1.07,18.01
5.59,9.2,36.97,28.61,19.62,1.07,18.01
5.33,9.64,37.3,28.56,19.17,1.07,18.01
7.03,9.03,36.37,28.76,18.82,1.07,18.01
10.79,5.51,40.49,27.84,15.38,1.08,21.02
11.4,5.11,40.03,28.41,15.05,1.08,21.02
10.19,5.51,40.82,27.77,15.71,1.08,21.02
10.42,6.03,40.91,27.95,15.0,1.08,21.02
11.88,5.29,40.35,27.63,15.0,1.08,21.02
10.67,5.39,41.33,27.69,15.0,1.08,21.02
10.1,5.74,40.42,28.83,15.0,1.08,21.02
10.03,5.0,41.84,28.21,15.13,1.08,21.02
10.13,5.43,41.39,27.55,15.5,1.08,21.02
10.04,5.12,40.82,28.35,15.68,1.08,21.02
10.49,6.21,40.16,27.91,15.23,1.08,21.02
10.59,5.0,40.86,28.54,15.04,1.08,21.02
10.62,5.0,40.86,27.62,16.22,1.08,21.02
10.77,5.0,42.01,27.51,15.0,1.08,21.02
10.57,5.3,40.33,27.88,15.93,1.08,21.02
10.88,5.7,40.21,27.87,15.34,1.08,21.02
11.21,5.16,40.01,28.2,15.42,1.08,21.02
10.11,6.06,39.46,28.35,16.02,1.08,20.98
11.26,5.39,39.1,28.28,15.97,1.08,20.98
11.46,6.23,39.01,27.72,15.58,1.08,20.98
11.23,5.24,39.39,28.98,15.17,1.08,20.98
11.16,5.09,39.22,28.78,15.75,1.08,20.98
11.42,6.13,38.99,27.57,15.89,1.08,20.98
11.73,6.02,38.1,28.36,15.79,1.08,20.98
11.72,5.12,38.12,29.79,15.26,1.08,20.98
12.25,6.23,37.74,28.48,15.3,1.08,20.98
11.06,5.97,38.4,28.76,15.82,1.08,20.98
11.77,6.15,38.45,28.09,15.54,1.08,20.98
11.94,5.0,39.68,28.5,15.0,1.08,20.98
11.2,5.22,39.28,28.61,15.69,1.08,20.98
11.67,5.74,39.82,28.34,15.0,1.08,20.98
11.06,5.58,39.75,28.94,15.0,1.08,20.98
12.37,6.12,37.96,28.35,15.21,1.08,20.98
10.57,5.42,39.07,28.74,16.21,1.08,20.98
12.12,5.24,38.47,28.34,15.83,1.08,20.98
11.52,6.02,38.9,27.88,15.69,1.08,20.98
10.64,5.78,39.22,28.12,16.24,1.08,20.98
11.67,5.31,37.8,29.76,15.46,1.08,20.98
11.04,5.0,39.73,28.14,16.19,1.08,20.98
10.53,5.76,37.62,30.0,15.85,1.08,20.98
11.19,5.87,37.57,29.48,15.88,1.08,20.98
10.44,6.12,37.53,29.85,16.05,1.08,20.98
11.74,5.92,39.12,27.51,15.7,1.08,20.98
12.46,8.12,35.0,27.38,17.36,1.08,19.05
10.33,7.96,37.11,27.28,17.32,1.08,19.05
12.38,8.24,35.35,26.8,17.23,1.08,19.05
11.88,7.63,37.13,25.85,17.5,1.08,19.05
12.24,7.79,36.46,26.31,17.2,1.08,19.05
12.48,8.66,36.64,25.06,17.16,1.08,19.05
12.06,8.66,37.03,25.95,16.3,1.08,19.05
12.17,7.67,36.42,26.83,16.92,1.08,19.05
11.41,8.27,37.37,25.9,17.05,1.08,19.05
10.38,8.39,36.99,26.82,17.43,1.08,19.05
12.05,8.27,36.19,26.02,17.46,1.08,19.05
11.86,8.18,35.77,27.07,17.12,1.08,19.05
11.89,8.2,37.32,25.21,17.37,1.08,19.05
11.75,7.76,36.89,26.84,16.77,1.08,19.05
11.5,7.68,36.12,27.31,17.4,1.08,19.05
10.36,8.25,37.08,27.04,17.27,1.08,19.05
11.33,8.5,37.0,25.66,17.5,1.08,19.05
12.27,7.64,37.42,25.87,16.79,1.08,19.05
12.02,8.34,36.29,26.71,16.63,1.08,19.05
11.73,7.58,37.46,26.58,16.65,1.08,19.05
12.19,8.72,36.29,25.88,16.92,1.08,19.05
11.85,8.62,35.72,26.97,16.84,1.08,19.05
10.53,8.46,36.92,27.07,17.01,1.08,19.05
11.16,8.37,37.25,25.9,17.31,1.08,19.05
11.24,8.15,36.41,26.71,17.49,1.08,19.05
11.88,7.97,35.96,27.24,16.95,1.08,19.05
12.48,8.35,37.26,25.5,16.42,1.08,19.05
12.29,8.02,37.33,25.89,16.46,1.08,19.05
11.1,8.18,37.3,26.53,16.88,1.08,19.05
11.93,7.67,37.25,26.78,16.37,1.08,19.05
10.63,8.38,37.06,27.33,16.6,1.08,19.05
11.65,8.54,37.34,25.62,16.86,1.08,19.05
10.75,8.7,35.62,27.49,17.44,1.08,19.05
12.22,7.8,36.26,26.44,17.29,1.08,19.05
12.38,7.88,36.63,26.1,17.01,1.08,19.05
10.02,8.37,36.93,27.37,17.31,1.08,19.05
10.47,8.71,36.62,27.42,16.77,1.08,19.05
12.29,8.64,37.34,25.02,16.71,1.08,19.05
11.49,7.87,36.42,26.79,17.43,1.08,19.05
12.16,8.19,36.12,26.49,17.04,1.08,19.05
10.91,7.95,36.91,26.86,17.38,1.08,19.05
11.25,7.64,37.0,26.92,17.19,1.08,19.05
12.11,8.08,36.34,26.99,16.48,1.08,19.05
10.62,7.93,37.19,27.26,17.01,1.08,19.05
11.65,8.43,36.32,26.54,17.06,1.08,19.05
12.01,8.57,35.41,26.51,17.5,1.08,19.05
11.93,7.84,37.44,25.31,17.48,1.08,19.05
11.66,7.7,36.61,27.44,16.59,1.08,19.05
12.45,8.32,37.43,25.17,16.63,1.08,19.05
12.35,8.75,36.19,26.04,16.67,1.08,19.05
9.98,8.39,37.27,27.34,17.01,1.08,19.02
9.39,8.66,37.27,27.3,17.38,1.08,19.02
9.64,8.49,37.37,27.42,17.08,1.08,19.02
12.44,8.11,36.75,24.87,17.82,1.08,18.76
12.06,8.74,37.19,24.48,17.53,1.08,18.76
12.5,8.48,35.85,24.97,18.21,1.08,18.76
11.69,8.6,37.48,24.38,17.84,1.08,18.76
12.41,8.64,36.54,24.54,17.88,1.08,18.76
12.47,8.48,36.49,24.95,17.61,1.08,18.76
11.59,8.39,37.49,24.94,17.59,1.08,18.76
12.91,8.48,35.7,27.67,15.24,1.08,18.34
13.28,7.64,35.14,28.59,15.35,1.08,18.34
12.74,8.05,35.26,29.01,15.0,1.08,18.34
14.24,7.98,35.0,27.97,15.37,1.08,18.34
14.05,8.45,35.0,28.34,15.19,1.08,18.34
12.95,8.59,35.0,28.24,15.4,1.08,18.34
13.96,7.96,35.0,28.22,15.71,1.08,18.34
12.86,8.18,35.91,27.63,15.41,1.08,18.34
13.89,7.82,35.44,27.85,15.0,1.08,18.34
13.02,8.73,35.0,28.64,15.0,1.08,18.34
12.83,8.47,35.46,27.54,15.69,1.08,18.34
12.8,8.43,35.85,28.04,15.0,1.08,18.34
7.2,8.43,37.1,30.0,16.87,1.08,18.28
13.49,7.45,35.0,25.03,19.47,1.08,17.48
13.83,6.37,35.0,26.12,18.84,1.08,17.48
13.04,6.68,35.0,26.43,18.93,1.08,17.48
12.55,6.52,35.15,26.19,19.59,1.08,17.48
12.97,6.81,35.65,25.03,19.53,1.08,17.48
12.62,7.35,35.0,26.08,19.08,1.08,17.48
12.67,6.99,36.26,25.28,18.81,1.08,17.48
10.59,8.23,37.27,25.54,18.37,1.09,18.76
11.25,8.07,35.96,26.27,18.44,1.09,18.76
10.93,8.62,37.43,25.41,17.61,1.09,18.76
11.46,7.84,36.42,26.06,18.21,1.09,18.76
10.78,7.88,37.3,26.1,17.94,1.09,18.76
11.35,7.64,36.43,26.78,17.8,1.09,18.76
11.32,8.7,36.09,25.71,18.18,1.09,18.76
10.27,8.03,37.33,25.95,18.43,1.09,18.76
10.49,8.36,37.12,26.46,17.57,1.09,18.76
11.94,7.96,35.79,25.58,18.73,1.09,18.76
11.35,8.52,35.19,26.9,18.05,1.09,18.76
11.19,8.53,36.78,25.65,17.85,1.09,18.76
11.69,8.66,35.93,25.37,18.35,1.09,18.76
10.97,8.73,35.5,27.04,17.76,1.09,18.76
11.75,7.76,35.93,26.18,18.39,1.09,18.76
10.42,8.21,36.73,27.06,17.58,1.09,18.76
10.79,8.36,35.79,26.65,18.41,1.09,18.76
11.22,7.78,35.12,27.15,18.73,1.09,18.76
11.43,8.06,36.38,25.81,18.33,1.09,18.76
11.36,8.5,35.0,27.31,17.89,1.09,18.76
11.52,7.73,37.49,25.27,17.98,1.09,18.76
12.07,8.17,35.0,27.36,18.32,1.09,18.76
11.36,8.17,37.08,25.47,17.92,1.09,18.76
11.38,8.52,35.68,26.41,18.02,1.09,18.76
10.39,8.21,35.94,27.09,18.38,1.09,18.76
10.44,7.69,36.84,27.27,17.76,1.09,18.76
11.25,8.04,36.12,26.46,18.13,1.09,18.76
10.2,8.67,36.25,26.19,18.68,1.09,18.76
12.46,8.01,35.0,26.87,17.92,1.09,18.76
12.19,7.54,35.49,26.84,17.94,1.09,18.76
11.46,7.56,35.29,27.04,18.66,1.09,18.76
10.83,8.65,35.72,26.32,18.49,1.09,18.76
11.39,7.61,35.71,26.83,18.46,1.09,18.76
12.39,7.82,35.0,27.26,18.66,1.09,18.76
12.27,7.75,35.29,26.53,18.16,1.09,18.76
10.19,7.88,37.08,27.19,17.66,1.09,18.76
10.9,8.56,36.48,25.91,18.15,1.09,18.76
11.1,8.29,35.0,27.17,18.66,1.09,18.76
10.77,8.25,37.09,25.3,18.58,1.09,18.76
10.8,7.53,36.85,26.88,17.93,1.09,18.76
12.17,8.11,35.0,27.41,18.25,1.09,18.76
10.46,8.39,36.82,26.56,17.77,1.09,18.76
10.8,8.02,36.21,27.08,17.89,1.09,18.76
10.64,7.78,36.85,26.52,18.22,1.09,18.76
10.97,7.76,36.21,27.08,17.98,1.09,18.76
11.29,7.93,37.4,25.86,17.51,1.09,18.76
10.09,7.6,36.66,27.45,18.19,1.09,18.76
10.52,7.87,36.2,26.66,18.75,1.09,18.76
11.01,7.81,36.45,26.57,18.15,1.09,18.76
11.35,7.81,37.49,25.2,18.15,1.09,18.76
10.88,8.7,36.09,25.7,18.63,1.09,18.76
10.54,8.54,36.17,26.22,18.53,1.09,18.76
10.37,8.71,36.44,26.93,17.56,1.09,18.76
10.76,7.96,36.65,26.98,17.65,1.09,18.76
12.31,8.16,36.17,25.2,18.16,1.09,18.76
11.11,8.12,36.31,26.58,17.88,1.09,18.76
11.1,8.01,36.22,26.76,17.91,1.09,18.76
12.32,8.53,35.84,25.79,17.52,1.09,18.76
11.84,7.67,37.0,25.4,18.1,1.09,18.76
10.57,8.56,35.93,27.36,17.59,1.09,18.76
9.83,7.85,37.39,27.14,17.78,1.09,18.73
9.43,8.56,37.21,27.05,17.75,1.09,18.73
8.75,7.7,37.45,27.46,18.64,1.09,18.73
9.83,7.89,37.11,27.16,18.01,1.09,18.73
9.99,8.21,35.71,27.5,18.6,1.09,18.73
9.49,8.51,36.65,27.2,18.14,1.09,18.73
9.54,8.04,37.07,26.86,18.5,1.09,18.73
9.82,8.03,37.24,27.36,17.55,1.09,18.73
9.81,8.65,36.25,27.19,18.1,1.09,18.73
8.98,8.55,37.35,26.96,18.16,1.09,18.73
9.38,8.28,36.78,26.98,18.58,1.09,18.73
13.06,7.48,36.33,23.92,19.21,1.09,17.49
15.0,6.84,36.18,23.18,18.77,1.09,17.49
13.06,6.42,37.47,23.02,20.0,1.09,17.49
13.45,6.66,35.69,24.78,19.42,1.09,17.49
14.08,6.38,35.98,24.76,18.8,1.09,17.49
13.0,6.35,37.38,23.74,19.52,1.09,17.49
14.45,7.03,35.6,23.8,19.12,1.09,17.49
13.75,6.96,36.77,23.3,19.22,1.09,17.49
13.49,6.93,36.59,23.14,19.84,1.09,17.49
13.98,6.85,36.89,22.94,19.34,1.09,17.49
13.09,6.84,36.9,23.75,19.42,1.09,17.49
13.1,7.1,37.04,23.41,19.34,1.09,17.49
14.43,6.68,35.81,23.24,19.84,1.09,17.49
13.37,6.77,36.82,23.15,19.89,1.09,17.49
14.54,6.58,35.37,23.62,19.89,1.09,17.49
14.37,7.46,35.0,24.78,18.8,1.09,17.49
13.22,7.22,36.56,22.88,20.0,1.09,17.49
13.59,6.79,36.2,24.04,19.38,1.09,17.49
13.04,6.63,36.09,24.94,19.3,1.09,17.49
12.75,7.03,37.18,24.22,18.82,1.09,17.49
13.47,7.27,35.0,24.93,19.53,1.09,17.49
13.11,6.6,36.52,24.99,18.78,1.09,17.49
14.15,6.84,36.66,23.11,19.24,1.09,17.49
12.07,9.37,36.82,24.9,16.84,1.1,19.22
12.47,9.07,36.43,24.95,17.08,1.1,19.22
12.16,9.22,36.76,24.87,17.0,1.1,19.22
11.28,9.55,37.41,24.36,17.4,1.1,19.22
12.36,9.23,37.28,23.98,17.15,1.1,19.22
12.37,9.27,37.27,24.06,17.02,1.1,19.22
12.12,9.13,37.31,24.07,17.38,1.1,19.22
12.23,9.63,37.21,24.47,16.46,1.1,19.22
11.32,9.72,36.8,24.77,17.39,1.1,19.22
12.28,10.0,36.95,23.77,16.97,1.1,19.22
12.11,9.76,36.38,24.47,17.28,1.1,19.22
11.54,9.24,37.24,24.74,17.24,1.1,19.22
12.0,9.04,36.54,24.25,18.17,1.1,18.92
12.24,9.33,36.63,24.29,17.51,1.1,18.92
11.28,10.0,37.07,23.43,18.0,1.1,18.92
11.57,9.0,36.88,24.16,18.39,1.1,18.92
11.62,9.32,37.0,24.54,17.52,1.1,18.92
12.06,9.22,36.54,24.62,17.56,1.1,18.92
11.81,9.06,37.39,24.16,17.58,1.1,18.92
12.07,9.36,36.08,24.09,18.4,1.1,18.92
11.44,9.44,36.65,24.7,17.78,1.1,18.92
10.31,10.0,37.45,24.16,17.51,1.1,18.92
12.29,9.3,36.61,23.81,17.99,1.1,18.92
12.07,9.32,37.32,23.47,17.82,1.1,18.92
10.87,9.43,36.94,24.23,18.52,1.1,18.92
10.18,10.0,36.78,24.7,18.04,1.1,18.92
11.44,9.56,36.33,24.99,17.69,1.1,18.92
11.85,8.9,37.45,23.91,17.88,1.1,18.92
12.01,9.03,36.8,24.05,18.11,1.1,18.92
10.36,8.79,37.44,24.84,18.57,1.1,18.92
11.9,8.83,37.3,23.21,18.75,1.1,18.92
11.68,8.76,37.03,24.38,18.14,1.1,18.92
12.17,9.13,37.27,23.87,17.56,1.1,18.92
11.48,9.87,36.66,23.58,18.41,1.1,18.92
9.9,10.0,37.16,24.31,18.12,1.1,18.91
9.99,9.25,37.23,24.79,18.72,1.1,18.91
9.1,10.0,37.41,24.87,18.01,1.1,18.91
12.61,8.76,35.65,28.12,15.0,1.1,18.32
13.34,9.1,35.0,28.03,15.79,1.1,18.32
13.75,8.83,35.0,28.11,15.5,1.1,18.32
13.66,8.92,35.0,28.47,15.0,1.1,18.32
12.94,9.35,35.0,28.08,15.29,1.1,18.32
13.67,9.17,35.0,27.92,15.0,1.1,18.32
13.14,9.02,35.0,27.54,15.41,1.1,18.32
13.04,9.41,35.0,28.52,15.0,1.1,18.32
11.25,6.06,41.76,21.73,19.21,1.11,21.74
11.86,6.12,42.46,20.61,18.95,1.11,21.74
11.78,5.26,41.33,22.12,19.51,1.11,21.74
12.28,5.24,40.15,22.29,20.0,1.11,21.74
11.03,6.02,41.27,21.92,19.75,1.11,21.74
12.33,5.57,40.57,21.99,19.55,1.11,21.74
11.92,5.83,40.42,21.54,20.0,1.11,21.74
8.68,6.19,41.11,22.47,20.0,1.11,21.73
8.7,6.09,41.96,22.4,20.0,1.11,21.73
8.05,5.98,42.2,22.49,20.0,1.11,21.73
9.04,5.81,41.82,22.24,20.0,1.11,21.73
11.61,9.45,37.21,25.34,16.39,1.11,19.22
10.28,8.94,37.27,26.87,16.64,1.11,19.22
11.68,9.11,35.0,27.34,16.92,1.11,19.22
10.32,9.22,37.19,25.9,17.37,1.11,19.22
11.55,9.15,37.11,25.48,16.72,1.11,19.22
10.53,8.98,37.39,26.24,16.86,1.11,19.22
10.64,9.16,37.32,25.63,17.25,1.11,19.22
12.38,9.66,35.99,25.45,16.52,1.11,19.22
